text,emotions
қатарынан екі матч жеңілген ордабасы ойыншылары жанкүйерлермен ерегісті ордабасы футбол клубы өз алаңында астаналық жеңіс клубынан жеңіліс тапқаннан кейін шымкенттік жанкүйерлермен сөзге келіп қалды бұл туралы kaznurkz тілшісі хабарлайды футболдан қазақстан премьер лигасының туры аясында шымкенттік ордабасы клубы өз алаңында елордалық жеңіс командасын қабылдады нәтижесінде бұл матчта шымкенттік клуб есебімен жеңіліс тапқан болатын осы жеңілістен кейін ордабасы футбол клубының капитаны асхат тағыберген мен команда ойыншысы ғафуржан сүйімбаев шымкенттік жанкүйерлермен сөзге келіп қалды чемпиондыққа басты үміткер саналатын клубтың бұл жеңілісіне көңілі толмаған жанкүйерлер наразылығын білдірді айта кетейік шымкенттік ордабасы клубы былтырғы ел біріншілігінің чемпионы атанаған болатын биыл да турнир кестесінде көш басында келе жатқан шымкенттік клуб қатарынан матч жеңіліс тауып бірден орынға түсіп қалды ал қазақстан премьер лигасының көш басында ұпаймен қайрат тұрса орында астана ұпай командасы келеді сондайақ астана футбол клубының бір ойыны кем,"""['қайғы', 'қайғы']"""
күзгі каникулға ресейдегі лагерьге кеткен атыраулық балалар күтпеген жайтқа тап болды құлсары қаласының оқушысы күзгі каникулға ресейдегі лагерьге барып таңды ұйқысыз атырған өріп жүрген қоңыздардан шошып қалған балалар үйлеріне қайтуға мәжбүр деп хабарлайды kaznurkz тілшісі тақырып бойынша жаңа жарияланым қостанай тұрғындары қаладағы саяжайды сүруге қарсы шықты қазан жылыой ауданы құлсары қаласының оқушысы мен жетекші мұғалім атырау облысы білім беру басқармасының қолдауымен ресейдің железноводск қаласында орналасқан қазақстан геологі емдеу пансионатына күзгі каникулға барып күтпеген жайтқа тап болған ұйымдастырушылар балаларды қоңыздар өріп жүрген бөлмелерге орналастырған мұны естіген балалардың атааналары құлсары әкімдігіне келіп мәселені тез арада шешіп беруді талап етті су тасқынынан зардап шеккен балаларды жібереміз деп жаздан бері тізім құрды балаларға ешқандай жағдай жасалмағанын қауіпті екенін білгенде жібермес едік түнімен ұйықтамадық балаларды кері қайтаруды талап етеміз деді атааналардың бірі атырау облысы білім беру басқармасының мәліметінше қазан қараша аралығында ресей федерациясы железноводск қаласы иноземцево поселкесінде орналасқан қазақстан геологі емдеу пансионатына жылыой ауданы құлсары қаласының оқушысы мен жетекші мұғалім демалысқа жіберілген балалар атырау қаласынан қазан күні сағат те шығып лагерге қазан күні сағатта келіп орналасқан аталған лагерь кавказ таулары баурайында орман алқабында орналасқан поселкеде бірнеше күн жауған жаңбырдан соң ауа райының күрт жылынуынан ауаға ағаш қоңыздары ұшып ғимараттың корпусына кіріп таралған ғимарат корпустарына дезинфекция жұмыстары жүргізілді бұған дейін де екі мәрте дезинфекциялау жұмыстары жүргізілген деп жауап берді атырау облысы білім беру басқармасының баспасөз қызметі өкілдері қазіргі кезде болған жағдайға қатысты балаларды шұғыл кері қайтару мәселелері ұйымдастырылуда автор әйгерім сайқын эксклюзив биыл баубақша еккеніме қатты өкіндім тасқыннан зардап шеккен қостанайлық диқандар кредитін төлей алмай жатыр қазан босану үшін мың теңге бердім түркістан облысының тұрғыны перзентханадан шыққан соң жүре алмай қалғанын айтты қазан тақырып бойынша,"""['таңқалу', 'уайым']"""
астанада кейбір оқушылар сабақ алдында ұялы телефондарын тапсыруға міндеттелді астананың бірқатар мектептерінде смартфонсыз мектеп жобасы іске қосылды оқушылар сабақ қарсаңында ұялы телефондарын арнайы ұяшықтарға салады деп хабарлайды елорданың білім басқармасына сілтеме жасаған kaznurkz елордалық білім басқармасы атап өткендей жаңашылдықтың мақсаты білім беру сапасын арттыру сабақтар алдында смартфон өткізу мектептерде енгізілді балалар гаджеттерді арнайы ұяшықтарға салады сондайақ мұндай шара оқушылардың ойлау қабілеті мен психологиялық денсаулығына оң әсер ететіні атап өтілді естеріңізге сала кетейік өткен жылдың күзінде мәжіліс депутаттары қазақстандық оқушыларға сабақ кезінде телефондарды пайдалануға тыйым салуды ұсынған еді норма тек сабақ кезінде шектеулерді қамтиды ал бала мектепке ұялы телефон әкеліп оны үзіліс кезінде қолдана алады осы жылдың ақпан айында президент қасымжомарт тоқаев тиісті заңға қол қойды,"""['уайым', 'таңқалу']"""
әнұранды кенеттен үзіп жіберді ризабек айтмұқанды марапаттау кезіндегі тосын жағдай албания астанасы тиранада өткен күрестен жастар арасындағы әлем чемпионатының марапаттау рәсімінде тосын жағдай болды бұл туралы kaznurkz хабарлайды еркін күрестен қазақстан құрамасының өкілі ризабек айтмұхан албанияда өткен жастар арасындағы u әлем чемпионатында кг дейінгі салмақта сынға түсіп жеңімпаз атанды ал осы салмақ дәрежесі бойынша жүлде алған спортшыларды марапаттау рәсімі кезінде тосын оқиға болды әлем чемпионатының осы санаттағы барлық жүлдегері марапатталғаннан кейін қазақстанның мемлекеттік әнұраны орындала бастады алайда әнұран соңына дейін ойнамай кенеттен тоқтатылды алғашында бұл жағдайға қазақстандық жанкүйерлер наразылық танытқандай көрінген алайда бірнеше секундтан кейін олар өздері әнұранның қалған бөлігін соңына дейін шырқады айта кетейік жасқа дейінгі спортшылар арасында өткен әлем чемпионатының кг салмақ дәрежесінде сынға түскен ризабек айтмұхан финалдық бәсекеде ирандық балуан махди морафахты есебімен жеңіп алтын медальға ие болды,"""['қайғы', 'мақтаныш']"""
астанада велосипед жалдау бекеттері бұғатталады астанада қалалық велосипед жалдау маусымы аяқталады бекеттер бұғатталады деп ескертті астаналықтар city transportation systems ке сілтеме жасаған kaznurkz компанияның әлеуметтік желіде жарияланған ақпаратына сәйкес қазанда қалалық велосипедтерді жалға беру маусымы ресми түрде аяқталады барлық станциялардағы велосипедтер інен іне қараған сағат де бұғатталады осыдан кеиін жалдауды паидалану мүмкін болмайды абоненттік төлем келесі маусымға сақталмайды тек теңгерім ауыстырылады делінген хабарламада қалаған жағдайда теңгерімде қалған қаржыны р қошқарбаев даңғылы мекенжаиындағы cts орталық кассасынан қаитарып алуға болады айта кетсек velobikekz сайтының ақпаратынша велошеринг жүйесі елордада алғаш рет жылы жұмыс істей бастаған жастан асқан адамдар велошеринг қызметтерін пайдалана алады,"""['уайым', 'қайғы']"""
энергетика министрлігі батыс өңірлерге қосымша сұйытылған газ жеткізілетінін хабарлады ақтөбе маңғыстау облыстары мен батыс қазақстан облысына қосымша сұйытылған газ жіберілді бұл туралы энергетика министрлігінің баспасөз қызметіне сілтеме жасаған kaznurkz хабарлайды ведомство өкілдері қазанда ақтөбе облысына шымкент мұнай өңдеу зауытының ресурстарынан қосымша тонна бөлінгенін мәлімдеді батыс қазақстан облысына теңізшевройл ресурстарынан қосымша тонна жеткізілді қазақстан газ өңдеу зауытынан маңғыстау облысына тәуліктік жөнелтілім тоннаға артқан айта кетейік бұған дейін ақтөбе облысының тұрғындары автогазға қол жеткізуде қиындықтарға тап болып жатқанын соның салдарынан сағаттап кезекте тұруға мәжбүр болғанын айтып шағымданған еді әкімдік бұл жағдайға зауыттардың бірінде шыққан техникалық ақау себеп болғанын алға тартты ал батыс қазақстан облысының тұрғындары жанармай құю бекеттеріндегі бензин тапшылығына шағымданды кейбір жанармай бекеттерінде аи маркалы жанармай жоқ,"""['уайым', 'таңқалу']"""
жыл іздеуде болған екі шетел азаматы түркістан облысында ұсталды түркістан облысы экстремизмге қарсы ісқимыл басқармасының қызметкерлері жыл мемлекетаралық іздеуде болған екі шетел азаматын ұстады бұл туралы kaznurkz polisiakz порталына сілтеме жасап хабарлайды полицейлер жылдан бері бірқатар ауыр қылмыс жасағаны үшін өз отанында іздеуде жүрген көрші мемлекеттің екі азаматын түркістан облысының аумағында қолға түсірген қазіргі уақытта іздеуде жүрген шетелдіктер ұсталып уақытша ұстау изоляторына қамауға алынды барлық жағдай анықталып жатыр делінген полиция хабарламасында еске салайық жыл бойы қылмыстық қудалаудан жасырынған шетел азаматы шымкентте ұсталған еді ер адамға кеден заңнамасын бұзғаны және пара алғаны үшін көрші елдің құқық қорғаушылары халықаралық іздеу жариялаған сондайақ шымкентте полицейлер жыл бойы халықаралық іздеуде болған ер адамды ұстағанын жазғанбыз жастағы азамат соттың шешімімен республика аумағынан аластатылып бес жылға дейін қазақстанға кіргізілмейтін болды,"""['таңқалу', 'қуаныш', 'уайым']"""
алматының орталық көшелерінің бірінде жол жүру бір күнге жабылады қазанда оңтүстік астанада су құбырындағы жөндеу жұмыстарына байланысты наурызбай батыр көшесінің бір бөлігінде көлікпен жүру мүмкін болмайды бұл туралы алматы су мекемесіне сілтеме жасаған kaznurkz хабарлайды компанияның мәліметінше қазанда сағат ден ге дейін сәтбаев көшесінен тимирязев көшесіне дейінгі қиылыстағы наурызбай батыр көшесі бойында автокөлік қозғалысы жабылады уақыт шектеулері осы көше сегментінің жүріс бөлігінің астына салынған су құбырының авариялыққалпына келтіру жұмыстарын жүргізумен байланысты маршруттарды алдын ала жоспарлауды және жол қозғалысы схемасының уақытша өзгерістерін ескеруді сұраймыз қолайсыздықтар үшін кешірім сұраймыз делінген хабарламада барлық сұрақ бойынша тұрғындар алматы су мкқкның диспетчерлік қызмет нөмірлеріне хабарласа алады еске салсақ алматыда ауылшаруашылығы жәрмеңкесіне байланысты уәлиханов көшесінен достық даңғылына дейінгі учаскедегі сәтбаев көшесінің бір бөлігі екі тәулікке жабылатынын жазған едік,"""['нейтрал']"""
қазақстандықтарға кеңестік үлгідегі құжаттарды сақтағаны үшін қомақты сыйақы берілетіні рас па қазнетте ксро дәуіріндегі құжатқа қомақты сыйақы берілетін туралы хабарлама тарады еңбек министрлігі кеңес дәуіріндегі құжаттарды сақтағаны үшін бонус берілетіні туралы хабарламаға қатысты түсініктеме беріп ақпаратты жоққа шығарды деп хабарлайды stopfake cайты желіде тараған хабарламада мұндай құжаттары бар азаматтар көп бонус ала алатыны жазылған ақпараттың шынайылығын тексеретін сайт мәліметінше еңбек және халықты әлеуметтік қорғау министрлігінің баспасөз қызметі бұл ақпаратты жоққа шығарды барлық әлеуметтік төлемдер әлеуметтік кодекспен реттелген мұндай төлем түрі жоқ азаматтарды тек сенімді дереккөзден тараған ақпаратқа ғана сенуге және алаяқтардың арандатуына берілмеуге шақырамыз көрінеу жалған ақпарат таратқандар заң бойынша жазаланады деп ескертеді ведомство өкілдері,"""['таңқалу']"""
елімізде алдағы күндері қар жауып көктайғақ болады синоптиктер болжамынша алдағы үш күнде синоптиктер қазақстанның басым бөлігінде қар жаңбыр тұман көктайғақ болып тұрақсыз ауа райы сақталады бұл туралы деп хабарлайды қазгидромет рмкға сілтеме жасаған kaznurkz қазақстанның басым бөлігінде әлі де жауыншашын болады деген болжам жасалды таяудағы үш тәулікте қазақстанның басым бөлігінде атлантикалық циклонының ықпалымен тұрақсыз ауарайы сақталады жауыншашын жаңбыр қар көктайғақ және тұман болжанып отыр қазанда республиканың батысында қатты жаңбыр жауады сонымен қатар жел күшейеді температуралық режимде айтарлықтай өзгерістер болжанбайды еске салайық қазанда алматыда қатты қарқынды нөсер жауын болатынын хабарлаған едік орташа температура c деңгейінде болғанымен c секілді сезіледі күндіз ауа температурасы cқа дейін көтеріліп түнде cқа дейін түсуі мүмкін қазан күні қара бұлт болады ауа температурасы шамамен cқа жеткенімен c секілді сезілетін болады ауа температурасының максималды көрсеткіші cқа дейін жетіп ал минималды көрсеткіші c деңгейіне дейін түседі,"""['уайым', 'таңқалу']"""
анашым раббысына қайтты құрманай бақтиярқызының баласы желіде әсерлі жазба жариялады отандық танымал сазгер құрманай бақтиярқызы өмірден өтті өнер иесінің баласы қаралы хабар тараған соң желіде әсерлі жазба жариялап елді жылатты деп жазады kaznurkz құрманай бақтиярқызының перзенті оның instagramдағы парақшасында жазба қалдырған ол көңіл айтып анасына деген махаббатын жеткізіп жатқан халыққа алғысын айтты анашым раббысына қайтты дұғада болыңыздар артында дұға арнайтын атаанасы бауырлары үлкені ханшайым толғанай кенжесі сұңқар немерелері ақберен мен арыстан жақсы көретін дұға арнайтын қазақ елі бар анама деген махаббаттарыңызға рақмет деп жазды сазгердің баласы айта кетейік бүгін құрманай бақтиярқызының өмірден өткені белгілі болды өнер иесі ұзақ уақыт бойы ауыр дертпен күресіп жеті мәрте от жасатқан еді,"""['қайғы']"""
жылусыз қалған саран қаласының әкімі жазаланды саран қаласының әкімі еркін баулықов пен қарағанды облысының энергетика және ткш басқармасының басшысы тілектес досаев қатаң сөгіс алды облыс әкімінің бірінші орынбасары азамат тайжановқа ескерту түрінде тәртіптік жаза жарияланды бұл туралы kaznurkz облыс әкімдігіне сілтеме жасап хабарлайды әкімдік мәліметінше бұл туралы облыс әкімі ермағанбет бөлекпаев аппараттық кеңесте мәлімдеді өзінің қызметтік міндеттерін тиісінше орындамағаны үшін атап айтқанда жылыту маусымына дайындықты жеткіліксіз түрде бақылағаны үшін менің бірінші орынбасарыма ескерту түрінде тәртіптік жаза қолданылсын саран қаласының әкімі мен энергетика және ткш басқармасының басшысына қатаң сөгіс жариялансын қыс мезгілінде сапалы жылумен қамтамасыз ету міндеті біз үшін басым екенін тағы да еске салғым келеді жұмыс тұрақты түрде жүргізілуі керек әр жағдай бойынша қатаң баға беріліп жауапкершілік дәрежесі анықталады деді өңір басшысы саран қаласының әкімі қаладағы жылу жағдайы туралы баяндады оның айтуынша барлық жергілікті қазандықтар штаттық режимде жұмыс істеуде отын қоры қамтамасыз етілген кейбір үйлер бойынша қалалық чатқа түсетін сұрақтар жедел қаралады деп сендірді еркін баулықов еске салсақ бұған дейін қарағанды облысындағы саран қаласында қала тұрғындары әлеуметтік желіде жылусыз отырғанын айтып шағымданған еді кейін саран қаласының әкімі еркін баулықов осы мәселеге қатысты видеоүндеу жолдады үкімет отырысында осы мәселе кезектен тыс көтеріліп премьерминистр олжас бектенов қаладағы жағдай бойынша тексеріс жүріп жатқанын тексеру нәтижесі бойынша материалдар құқық қорғау органдарына жіберілетінін айтты ал кеше қазанда сарандағы үйлерді мамандар қайтадан ескі қазандықтарға қосып жатқаны мәлім болды,"""['қайғы', 'уайым']"""
ұлытау облысында мемлекетке млн теңге қайтарылды ұлытау облысында мемлекетке млн теңге қайтарылды жезқазған қаласының тұрғын үйкоммуналдық шаруашылық бөлімі басшысы жауапқа тартылды деп хабарлайды облыстық прокуратураға сілтеме жасаған kaznurkz прокурорлық тексеру барысында жезқазған қаласының тұрғын үйкоммуналдық шаруашылық бөлімінде жоғарылатылған баға бойынша құрылыс жұмыстары қабылданғаны анықталды негізсіз төленген бюджет қаражатының сомасы млн теңгені құрады прокурорлық шаралардың көмегімен бұзушылықтар жойылды бөлімнің бұрынғы басшысы қылмыстық кодекстің бабы бойынша жауапқа тартылды абайсызда ауыр зардаптарға әкеп соққан немқұрайлылық бүгінгі таңда аталған сома мемлекет кірісіне қайтарылды делінген хабарда,"""['қайғы', 'уайым']"""
сазгер құрманай бақтиярқызы өмірден өтті белгілі сазгер ақын құрманай бақтиярқызы өмірден өтті қаралы хабарды танымал блогер лаура сейітбек хабарлады деп жазады kaznurkz лаура сейітбек instagramдағы парақшасында құрманай бақтяирқызының видеосын жариялап оның қайтыс болғанын хабарлады әпке алла аңқылдаған ақ жүрегіңізді рақымына алсын деп жазды желі жұлдызы белгілі актриса нұргүл даубаева да көпшілікке қаралы хабарды жеткізіп әсерлі жазба қалдырды соңғы кездесуім екенін білмедім сене алар емеспін керемет адам жаныңыз жәннаттан орын алғай деп жазды ол сонымен қатар гүлзира айдарбекова да құрманай бақтиярқызына жазба арнады жаным құрмашым әлі сенер емеспін жақсы адамым жаның жәннатта болсын жақында ғана құрмашым телефон соғып дауысы саңқ ете қалды гүлім менің саған арнап жаздым whatsapp оқышы деп жіберіп еді қоштасқың келіп айтаайта жүрсін дедің ба екен деп жазды продюсер instagramдағы парақшасында қайрат нұртастың анасы марқұм сазгердің өзіне арнап шығарған өлең жолдарын жария етті жаным гүлім елдің мінін ілмеген жол көрсетіп жақсы жолмен жүр деген сендей достың жақсылығы сол шығар тек жадырапөкпелеуді білмеген ұлым жұлдыз болса деген еліңе ақ жол тілеп шығарғансың төріңе сен нұртастай жарға сеніп келген соң ел алдында еркелеткен сені де қиындыққа мойымаған момыным ел біледі ашықтыған қолыңның мақтаншақ деп айтса сырттан біреулер берсін деймін сендей жанның орынын ұйықтамаған түндеріңе куәмін уайымдаған күндеріңе куәмін мен сөзіңді сөйлеп жүрген құрмашпын сені біреу сөксе қарап тұрмаспын ақылыңды арқалап ап мойынға үш ұлыңды байлап қойып ойыңа нұртасыңмен бәрін көрдің шүкірлік енді жүрші сол ұрпақтың тойында анаң менен бауырыңды сағындың қиындықта екі жұрттан табылдың қос келінді тәрбиелеп келесің көргеніңе бір алла деп бағындың қайрат аян заңғар ұлдар бәйтерек аналарын періштемен сай көреді немерелер әжелерін аялап ата әжесін бәрінен де бай көреді сен бақытты әйелсің деп айтамын шөберені көріп атсын жәй таңың сенде бәрі бар деп білем керектің гүлім гүлім мінің жоқ деп айтамын ізгі ниетпен ақын құрмашың от басымен саған екі дүние бақытын тілейді деп жазған сазгер,"""['қайғы', 'таңқалу']"""
алматыда жаңа автобус бағыттары ашылды алматыда қазаннан бастап қаратөбе еңбекші өстемір ауылдарына қатынайтын жаңа автобус бағыттары ашылды қарашадан бастап алматыдан долан ауылына қатынайтын тағы бір бағыт іске қосылады бұл туралы әкімдікке сілтеме жасаған kaznurkz хабарлайды алматы әкімдігінің telegram дағы ресми арнасында жарияланған мәлімет бойынша мегаполистің агломерациямен көлік байланысын жақсарту үшін қала маңындағы автобус бағыттары ашылып жатыр қазаннан бастап алматы көлік желісін кеңейтуде және бағыттары іске қосылды ал қарашадан бастап бағыты ашылады барлық базары қаратөбе ауылы арасында қатынайтын бағытта автобус жүреді жұмыс уақыты қалалық аурухана еңбекші ауылы арасында қатынайтын бағытта автобус жүреді жұмыс уақыты жетісу базары өстемір ауылы арасында қатынайтын бағытта автобус жүреді жұмыс уақыты б момышұлы метро станциясы долан ауылы арасында қатынайтын бағытта автобус жүреді жұмыс уақыты барлық маршрут тестілік режимде жұмыс істейді жолаушылар легіне талдау жасалған соң қозғалыс кестесіне өзгеріс енгізілуі мүмкін бұған дейін қалалық мобилділік басқармасы қала маңындағы маршрутты іске қосқан болатын ал жыл соңына дейін тағы шамамен маршрутты іске қосу жоспарланып отыр делінген әкімдік хабарламасында,"""['қуаныш', 'таңқалу']"""
сіз маған керек емессіз баян алагөзова режиссер талғат теменовтен кешірім сұрады белгілі продюсер баян мақсатқызы өзін күллі қазақстанға танымал еткен режиссер талғат теменовтен кешірім сұрады ол режиссердің алдында кінәлі екенін мойындады деп жазады kaznurkz баян мақсатқызы белгілі журналист дина төлепбергенге берген сұқбатында талғат теменовты қатты ренжітіп қойғанын айтты продюсер бүгінде кінәсін түсініп одан кешірім сұрағысы келетінін жеткізді мен талғат теменовтен кешірім сұрағым келеді бір сәтте орал қаласынан шыққан кішкентай баянды барша қазақстанға танымал жұлдыз қылған еді мен махаббат бекеті фильміне түсіп бірден танымалдылыққа ие болдым кино шыққан соң мен қазақстандағы ең танымал ару болдым кейін арамызда түсініспеушіліктер болды ол фильмнің жалғасын түсіргісі келген кезде мен киноға енді түспеймін сіз маған енді керек емессіз деп қатты айтып қойғаным бар еді талғат теменов менің алғашқы ұстазым әрі көп нәрсені сол кісіден үйрендім реті келіп тұрғанда сол кездегі қатігездігім үшін одан кешірім сұрағым келеді деді баян алагөзова,"""['таңқалу', 'қайғы']"""
ақтөбеде жаңбыр жауып тұрған кезде асфальт төселген ақтөбеде жергілікті тұрғындар жаңбыр жауған кезде асфальт төселіп жатқанын байқаған жұмыс ауа райының қолайсыздығына қарамастан жалғасқан бұл жайтқа қатысты жолды салып жатқан компания өкілдері пікір білдірді деп хабарлайды диапазон басылымы маңызды тұстар бұл мәтін автоматты түрде жи көмегімен жазылған және редактор тексермеген сондықтан фактологиялық және грамматикалық қателер болуы мүмкін толығырақ жарияланымда ақтөбеде оспанов көшесінде жаңбыр кезінде асфальт төселіп жергілікті тұрғындардың алаңдаушылығын тудырған жолды салып жатқан атырауинжстройаис компаниясының өкілі саясат бекжанұлы жаңбыр басталғаннан кейін жұмысты тоқтағанын айтты компания өкілі жолға жыл кепілдік берілетінін және сапалы жұмыс жасауға мүдделі екенін мәлімдеді басылым мәліметінше оспанов көшесінің бойында екінші қабат асфальт төселіп жатыр аздаған жаңбыр жауса да жол жөндеу жұмыстары жалғасқан жергілікті тұрғындар мұндай жағдайда жөндеу жұмыстарын жүргізу мүмкіндігі туралы сұрақтарын қоя бастады оспанов бойындағы жолды жауып тастады көшеде жаңбыр жауғанда да асфальт төселіп жатыр жер дымқыл бұл салынып жатқан жолға зиян тигізбей ме деп сұрады жергілікті тұрғын жолды атырауинжстройаис компаниясы салып жатыр ұйым өкілдерінің айтуынша жолға бес жыл кепілдік беріледі оспанов көшесінің бойына асфальт төсеу жұмыстарын бастадық күні бойы тоннаға жуық қиыршық тас мастикалық асфальт төсеу жұмыстары жүргізілді бірақ жаңбыр жауған соң жұмысты тоқтаттық сол кезде жеткен жердің асфальтын ғана бітіруге тура келді біз жолға жыл кепілдік береміз сондықтан бәрінің сапалы жүргізілуіне өзіміз де мүдделіміз дейді атырауинжстройаис серіктестігінің өкілі саясат бекжанұлы,"""['уайым', 'таңқалу']"""
қаржы министрі қазақстан волейбол федерациясының президенті болып сайланды алматыда өткен қазақстан волейбол федерациясының сайлау конференциясында мәди тәкиев ұйымның жаңа президенті болып сайланды ол бұл қызметте нұртай әбіқаевты алмастырды деп kaznurkz қазақстан волейбол федерациясының ресми сайтына сілтеме жасап хабарлайды мәди такиев қазақстан волейбол федерациясының бұрынғы президенті нұртай әбіқаевты алмастырып федерацияны жылдар аралығында басқаратын болады жаңа басшы мәди такиев федерация делегаттарына көрсетілген сенімі үшін алғысын білдіріп нұртай әбіқаевқа федерацияның құрметті президенті болуды және қадағалау кеңесін басқаруды ұсынды сондайақ ол президент қасымжомарт тоқаевтың елдегі спортты қаржыландыру саясатын қайта қарау жөніндегі тапсырмасын атап өтіп жекеменшік демеушілер арнасын қалыптастыруға және қазақстанның ең шалғай аудандарында бұқаралық спортты дамытуға назар аударды мәди такиев жылы сәуірде алматы облысында дүниеге келген қазақ мемлекеттік басқару академиясын бухгалтерлік есеп және аудит мамандығы бойынша дқонаев атындағы гуманитарлық университетін құқықтану мамандығы бойынша сондайақ халықаралық бизнес университетін іскерлік әкімшілдендіру магистрі мамандығы бойынша тәмамдаған еңбек жолы жж алматы қаласы бойынша салық департаментінде жұмыс істеген жж қазақстан республикасы қаржы министрлігінің салық комитеті басқармасының бастығы ж ұлттық экономика министрлігінің салық және кеден саясаты департаментінің директоры ж қазақстан премьерминистрі кеңсесінің әлеуметтікэкономикалық бөлімінің бас кеңесшісі жж атырау облысы бойынша мемлекеттік кірістер департаментінің басшысы жж қазақстан республикасы қаржы министрлігі мемлекеттік кірістер комитетінің салықтық бақылау департаментінің директоры жылдың наурызынан қазақстан республикасы ұлттық экономика вицеминистрі қызметінде болды жылы қыркүйекте президент әкімшілігінің әлеуметтікэкономикалық мониторинг бөлімінің меңгерушісі болып тағайындалды жылдың ақпанынан бастап қазақстан республикасы қаржы министрі болып тағайындалды,"""['таңқалу', 'қуаныш']"""
шетелдік танымал боксшы жәнібек әлімханұлының мүмкіндігін жоғары бағалады британиялық боксшы дензел бентли бұрынғы қарсыласы wbo және ibf тұжырымдары бойынша орта салмақтағы әлем чемпионы жәнібек әлімханұлының өз дивизионындағы барлық титулды жеңіп алуға қауқарлы екенін айтты бұл туралы kaznurkz хабарлайды жәнібек дивизиондағы барлық белдікті иемденіп абсолют әлем чемпионы атана алады бірақ мен оны шыңдалып жатыр деп ойламаймын шынымды айтсам қазір жалпы орта салмақта мүмкіндік көп алайда бұл дивизионның көшбасшысы жәнібек екені айқын жәнібекте төрт белдіктің екеуі бар бірақ орта салмақ бос тұр деді дензел бентли boxingscenecom сайтына берген сұқбатында wbc тұжырымы бойынша орта салмақтағы әлем чемпионы титулы доминикандық карлос адаместе ал wba нұсқасы бойынша белдік кубалық боксшы эрисланди лараның еншісінде айта кетейік жылы қазақстандық боксшы жәнібек әлімханұлы ко британиялық дензел бентлимен ко раундтық жекпежек өткізген еді төрешілердің бірыңғай шешімімен жеңіс жәнібек әлімханұлына берілді еске салайық қазанда қазақстандық жәнібек әлімханұлы жаңазеландиялық андрей михайловичті жеңіп ibf және wbo чемпиондық атақтарын қорғаған болатын,"""['қуаныш', 'таңқалу']"""
әріп танымайды басқа мектепке ауыстыр деді роза әлқожа ұлы туралы ел білмейтін жайтты айтты қазақстандық танымал әнші роза әлқожа желіде ұлын туған күнімен құттықтап ол туралы ел білмейтін жайтты айтты бұл туралы kaznurkz жазады өнер иесі көп уақытын концерттерде өткізгендіктен баласы тұйық болып өскенін айтты бірінші сыныпта мектеп өкілдері әншіге ұлын ақылесі кем балалардың мектебіне ауыстыруға кеңес берген алайда жұлдызды ана перзентіне деген сенімі мол болғандықтан бұл ұсыныстан бас тартып оны басқа білім ордасында оқытуға шешім қабылдаған нәтижесінде ұлының үлгерімі жақсара түскен сары күзде сары алтынның туған күні кеше ғана бөпе болып еркелеп жүрген жігіт бүгін жасқа толды үлкен жігіт болды анасы ылғи алыста бір жерде жүргендіктен кішкентай кезінде тұйық болып өсті оқуда үлгерімі ойландырды бұл жағынан бізге астана лицей эльмира қабышқызы көп көмектесті осында бір мұғалім балаңыз әріпті танымайды ақылесі кем балалардың мектебіне ауыстырыңыз деген бірақ күнде көшіп кеткенбіз эльмира апайы екіақ күнде түгел әріп танытты екі жылда төртпен оқитын оқушыға айналды астанадан қимай қайтқанымыз да содан қазір бұл жігіт бірінші сыныпта шығып кеткен мектебінде сыныпта оқиды күмәнданғандар кекеткендер айта берсін бұл жігіт әлі әлемді мойындатады мен құлыныма сенемін ақылына пайымына сенемін жабы көрініп тұлпар шығатын жүйріктер болушы еді ғой бұл соның өзі жасың құтты болсын ғұмырың ұзақ болып бақытты жан бол деп жазды роза әлқожа instagramдағы парақшасында,"""['қуаныш', 'мақтаныш']"""
